gloss,video_id
cheese,10267
cheese,10268
cheese,10269
cheese,10271
cough,13473
cough,65411
cough,13478
cough,13468
cough,13469
cough,13470
crazy,13863
crazy,65421
crazy,65422
crazy,13854
crazy,13855
crazy,13858
crazy,13859
delay,15325
delay,15326
delay,15327
delay,15328
delay,15319
delay,15330
delay,15332
delay,15320
delay,15321
delay,15322
delay,15323
delicious,15363
delicious,15364
delicious,15365
delicious,15366
delicious,15369
delicious,65457
delicious,15370
delicious,15374
delicious,15361
delicious,15362
disappear,16441
disappear,16443
disappear,16444
disappear,16450
disappear,16438
disappear,16439
disappear,16440
divorce,16966
divorce,16968
divorce,16972
divorce,16963
divorce,16976
divorce,16965
draw,65531
draw,17600
draw,17594
draw,17607
draw,17595
draw,17596
east,18294
east,65597
east,18288
east,18298
east,18289
east,18290
east,18291
east,18292
easy,18315
easy,65600
easy,18306
easy,18307
easy,18308
easy,18311
egg,18494
egg,65607
egg,18495
egg,18498
egg,18486
egg,18487
egg,18488
environment,19410
environment,19411
environment,19412
environment,19414
environment,65638
environment,65639
environment,19406
environment,19418
environment,19407
environment,19408
environment,19409
father,69318
father,21221
father,21205
father,21207
father,21209
father,21212
father,21204
fault,21275
fault,21276
fault,21280
fault,21281
fault,21282
fault,21283
fault,21286
fault,21273
fault,21274
flower,65746
flower,22548
flower,22558
flower,22549
flower,22550
flower,22551
flower,22553
friendly,65783
friendly,23589
friendly,23580
friendly,23581
friendly,23582
friendly,23583
friendly,23585
glasses,24724
glasses,24725
glasses,24726
glasses,24728
glasses,65822
glasses,24720
glasses,24732
glasses,24721
glasses,24722
halloween,26255
halloween,26259
halloween,65873
halloween,65874
halloween,26262
halloween,26251
halloween,26252
halloween,26253
halloween,26254
hard,69358
hard,26573
hard,26574
hard,26568
hard,26569
hard,26570
heart,27044
heart,27046
heart,27050
heart,27051
heart,27042
heart,27056
heart,27057
heart,27043
hour,28140
hour,28143
hour,28144
hour,28145
hour,28150
hour,28138
hour,28139
humble,28311
humble,28312
humble,28314
humble,28315
humble,28319
humble,28308
humble,28309
humble,28310
hurry,28423
hurry,28424
hurry,28425
hurry,28426
hurry,28436
hurry,28429
hurry,28430
improve,29143
improve,29144
improve,29145
improve,65929
improve,29136
improve,29147
improve,29137
improve,29138
improve,29139
internet,30235
internet,30239
internet,30230
internet,30242
internet,30231
internet,30232
internet,30233
internet,30234
jump,69380
jump,65983
jump,31324
jump,31315
jump,31316
jump,31320
kill,31655
kill,65992
kill,31649
kill,31660
kill,31650
kill,31651
kill,31652
law,66017
law,32447
law,32458
law,32448
law,32449
law,32450
law,32452
match,66106
match,35119
match,35120
match,35121
match,35126
match,35114
match,35115
match,35116
meat,35369
meat,66109
meat,35360
meat,35361
meat,35362
meat,35363
meat,35364
meat,35366
milk,36050
milk,36056
milk,36046
milk,36047
milk,36048
money,36651
money,36652
money,36654
money,66138
money,36648
money,36660
month,36741
month,66141
month,36733
month,36734
month,36735
month,36736
month,36738
moon,36783
moon,66142
moon,36779
moon,36791
moon,36780
moon,36781
moon,36782
move,66151
move,37102
move,37086
move,37087
move,37089
move,37093
move,37094
move,37085
move,37097
move,37098
near,37790
near,37784
near,37794
near,37796
near,37785
near,37786
near,37787
near,37788
near,37789
nephew,37993
nephew,37984
nephew,37985
nephew,37986
nephew,37987
nephew,37989
nice,38293
nice,38282
nice,38283
nice,38284
nice,38285
nice,38287
niece,66171
niece,38324
niece,38315
niece,38316
niece,38317
niece,38318
niece,38320
noon,38621
noon,38632
noon,38622
noon,38623
noon,38624
noon,38626
north,38681
north,38691
north,38682
north,38683
north,38684
north,38685
north,38687
not,38857
not,38868
not,38858
not,38859
not,38860
not,38861
not,38863
nurse,39093
nurse,39099
nurse,39088
nurse,39089
nurse,39090
nurse,39091
off,69418
off,39442
off,39452
off,39453
off,39443
off,39444
off,39447
ok,39589
ok,39596
ok,39583
ok,39584
ok,39585
ok,39592
ok,39586
patient,66270
patient,41509
patient,41506
patient,41511
patient,41516
patient,41507
patient,41508
pay,41608
pay,41592
pay,41595
pay,41596
pay,41598
pay,66271
pay,41601
perspective,42246
perspective,42247
perspective,42248
perspective,42251
perspective,66281
perspective,42252
perspective,42253
perspective,42256
perspective,42243
perspective,42245
potato,43938
potato,66318
potato,43929
potato,43930
potato,43931
potato,43932
potato,43933
potato,43935
sad,69450
sad,48976
sad,48978
sad,48971
sad,48983
sad,48972
sad,48973
sad,48974
saturday,49334
saturday,49335
saturday,66428
saturday,49338
saturday,49328
saturday,49329
saturday,49330
save,49378
save,49379
save,49380
save,49371
save,49383
save,49384
save,49372
save,49374
scissors,49658
scissors,49659
scissors,66433
scissors,49663
scissors,49653
scissors,49654
scissors,49655
scissors,49656
secret,50058
secret,50059
secret,50061
secret,66440
secret,50053
secret,50066
secret,50054
secret,50055
shoes,51128
shoes,51140
shoes,51129
shoes,51130
shoes,51131
shoes,51133
shop,66468
shop,51185
shop,51177
shop,51178
shop,51180
shop,51181
silly,51708
silly,51709
silly,51710
silly,66481
silly,51712
silly,51713
silly,51703
silly,51704
silly,51705
silly,51706
sister,51886
sister,51887
sister,51889
sister,66488
sister,51883
sister,51884
sister,51885
sleep,69479
sleep,52324
sleep,52316
sleep,52317
sleep,52318
sleep,52320
sorry,53371
sorry,66536
sorry,53365
sorry,53375
sorry,53366
sorry,53367
sorry,53370
straight,55048
straight,55050
straight,66563
straight,55043
straight,55055
straight,55056
straight,55044
straight,55045
sweet,69499
sweet,56312
sweet,56313
sweet,56314
sweet,66585
sweet,56306
sweet,56317
sweet,56307
sweet,56308
sweet,56309
talk,56830
talk,56813
talk,56816
talk,56811
talk,56819
talk,56820
talk,56821
temperature,57306
temperature,57307
temperature,57300
temperature,57313
temperature,57301
temperature,57302
temperature,57303
temperature,57304
tent,69501
tent,57436
tent,57447
tent,57437
tent,57438
tent,57439
tent,57441
tent,57442
thank you,69502
thank you,66598
thank you,57655
thank you,57667
thank you,57656
thank you,57657
thank you,57659
think,69505
think,57982
think,66609
think,57973
think,57974
think,57975
think,57977
throw,58300
throw,66636
throw,58293
throw,58303
throw,58294
throw,58295
throw,58296
today,69512
today,58684
today,58687
today,58677
today,58678
today,58679
today,58681
today,58682
today,58683
traffic,59248
traffic,59249
traffic,59251
traffic,59252
traffic,66664
traffic,59246
understand,60551
understand,66704
understand,60545
understand,60546
understand,60547
understand,60548
understand,60556
use,61062
use,61056
use,61070
use,61057
use,61058
voice,61920
voice,61921
voice,66736
voice,61924
voice,61914
voice,61915
voice,61916
voice,61917
voice,61918
vomit,61982
vomit,61983
vomit,61984
vomit,61986
vomit,61987
vomit,61990
vomit,61978
vomit,61979
vomit,61980
vote,61997
vote,62000
vote,62003
vote,61992
vote,61993
vote,61994
vote,61995
vote,61996
wednesday,62712
wednesday,62713
wednesday,66758
wednesday,62717
wednesday,62707
wednesday,62708
wednesday,62709
wednesday,62710
west,62915
west,66765
west,62906
west,62907
west,62908
west,62909
west,62910
west,62912
wet,69529
wet,62930
wet,66767
wet,66766
wet,62922
wet,62923
wet,62924
wet,62925
wet,62927
when,69532
when,63072
when,66773
when,63066
when,63077
when,63067
when,63069
when,63070
which,63113
which,66775
which,63104
which,63105
which,63106
which,63108
win,66789
win,63468
win,63478
win,63469
win,63470
win,63471
win,63473
word,63760
word,66803
word,63752
word,63763
word,63753
word,63754
word,63755
word,63756
afternoon,01442
afternoon,65031
afternoon,01433
afternoon,01434
afternoon,01435
afternoon,01436
afternoon,01438
age,65034
age,01485
age,01495
age,01486
age,01487
age,01489
age,01490
alone,02109
alone,02110
alone,65057
alone,02112
alone,02103
alone,02104
alone,02105
alone,02106
alone,02108
appointment,03062
appointment,03063
appointment,65087
appointment,03055
appointment,03056
appointment,03057
appointment,03058
appointment,03059
appointment,03060
appointment,03061
australia,04186
australia,04187
australia,04188
australia,04189
australia,04190
australia,65111
australia,04193
australia,04198
australia,04184
avoid,04352
avoid,65114
avoid,04343
avoid,04344
avoid,04345
avoid,04347
avoid,04348
balloon,04873
balloon,04875
balloon,65132
balloon,65133
balloon,04867
balloon,04868
balloon,04869
balloon,04870
balloon,04872
basement,65142
basement,05204
basement,05194
basement,05195
basement,05196
basement,05198
bear,69226
bear,65155
bear,05486
bear,05487
bear,05489
bear,05484
bear,05498
believe,65171
believe,65170
believe,05853
believe,05854
believe,05855
believe,05856
believe,05858
better,06075
better,65179
better,06066
better,06067
better,06069
blind,06658
blind,65209
blind,06649
blind,06650
blind,06651
blind,06652
blind,06654
blind,06655
bored,65229
bored,07196
bored,07197
bored,07198
bored,07191
bored,07203
bored,07192
bowl,65240
bowl,07371
bowl,07382
bowl,07372
bowl,07373
bowl,07375
box,69244
box,07424
box,65244
box,07417
box,07418
box,07420
box,07421
bracelet,65247
bracelet,07479
bracelet,07470
bracelet,07471
bracelet,07472
bracelet,07473
bracelet,07475
bread,07604
bread,07595
bread,07596
bread,07597
bread,07598
bread,07600
bread,07601
cafeteria,08595
cafeteria,65284
cafeteria,08587
cafeteria,08588
cafeteria,08589
cafeteria,08590
cafeteria,08592
cafeteria,08593
car,69258
car,09234
car,09237
car,09238
car,09244
car,09249
car,09235
chicken,10400
chicken,10405
chicken,65349
chicken,10397
chicken,10412
child,10450
child,65351
child,10443
child,10453
child,10444
child,10445
child,10446
child,10447
child,10449
choose,10631
choose,10632
choose,10634
choose,10635
choose,10636
choose,10637
choose,10641
choose,10625
church,10777
church,10769
church,10770
church,10771
church,10772
church,10774
cookie,69280
cookie,13179
cookie,13172
cookie,13182
cookie,13173
cookie,13174
cookie,13175
cookie,13177
cup,14287
cup,14298
cup,14288
cup,14289
cup,14291
cup,14292
cut,14466
cut,14485
cut,14467
cut,14477
cut,14478
cut,14479
cut,14481
cut,14482
decorate,15099
decorate,15100
decorate,15101
decorate,65451
decorate,15103
decorate,15093
decorate,15094
decorate,15095
decorate,15096
deep,15166
deep,65453
deep,15157
deep,15158
deep,15159
deep,15160
deep,15162
deep,15163
deer,69292
deer,15180
deer,15171
deer,15172
deer,15173
deer,15176
deer,15177
dentist,15534
dentist,65460
dentist,15537
dentist,15528
dentist,15529
dentist,15530
dentist,15531
dentist,15533
dirty,69296
dirty,16411
dirty,16412
dirty,65485
dirty,16404
dirty,16405
dirty,16406
dirty,16407
dirty,16409
dive,16897
dive,65495
dive,16899
dive,16890
dive,16891
dive,16892
dive,16893
dive,16894
dive,16895
down,69301
down,17436
down,65526
down,17428
down,17429
down,17430
down,17431
down,17433
dry,69304
dry,17939
dry,65549
dry,17930
dry,17931
dry,17932
dry,17933
dry,17935
dry,17936
ear,69306
ear,18161
ear,65591
ear,65590
ear,18154
ear,18155
ear,18156
ear,18158
earn,18204
earn,65594
earn,18195
earn,18196
earn,18197
earn,18199
earring,18225
earring,65595
earring,18228
earring,18219
earring,18220
earring,18221
elephant,65620
elephant,18779
elephant,18770
elephant,18771
elephant,18772
elephant,18773
elephant,18775
english,19239
english,65634
english,19232
english,19233
english,19236
escape,19563
escape,65644
escape,19567
escape,19557
escape,19558
escape,19559
escape,19560
escape,19561
expensive,20369
expensive,20370
expensive,20373
expensive,20363
expensive,20364
expensive,20365
expensive,20366
expensive,20367
explain,20445
explain,20435
explain,20436
explain,20437
explain,20438
explain,20440
explain,20441
fast,65689
fast,21168
fast,21187
fast,21169
fast,21172
fast,65690
fast,21175
fast,65691
fast,21182
fight,21710
fight,21695
fight,21697
fight,65711
fight,21694
fight,21704
fight,21706
find,69323
find,21858
find,21859
find,21863
find,21852
find,21853
find,21854
find,21855
fishing,65732
fishing,22141
fishing,22132
fishing,22133
fishing,22134
fishing,22135
floor,22499
floor,22502
floor,22492
floor,22493
floor,22494
floor,22495
fly,65748
fly,22643
fly,22645
fly,22646
fly,22627
fly,22635
fly,22636
fly,22640
follow,22723
follow,65752
follow,65751
follow,22715
follow,22716
follow,22717
follow,22718
follow,22720
follow,22721
from,69337
from,23645
from,65785
from,23638
from,23639
from,23640
from,23642
get,69341
get,24447
get,65808
get,24438
get,24439
get,24440
get,24443
happen,26503
happen,26494
happen,26495
happen,26496
happen,26497
happen,26499
hello,27184
hello,27172
hello,27173
hello,27177
hit,27596
hit,27591
hit,27604
hit,27592
hit,27593
hit,27595
hospital,28041
hospital,28033
hospital,28044
hospital,28034
hospital,28035
hospital,28036
hospital,28038
idea,28655
idea,65918
idea,28658
idea,28648
idea,28649
idea,28650
idea,28651
idea,28652
important,69376
important,29068
important,65926
important,29065
important,29069
important,29066
important,29071
important,29074
investigate,30474
investigate,30468
investigate,30469
investigate,30470
investigate,30471
investigate,30472
japan,30937
japan,30941
japan,30933
japan,30946
japan,30934
japan,30935
japan,30936
jealous,30978
jealous,30979
jealous,30983
jealous,30984
jealous,30985
jealous,30988
jealous,30974
jealous,30975
king,65994
king,31730
king,31740
king,31731
king,31732
king,31733
king,31735
kitchen,31775
kitchen,31776
kitchen,31778
kitchen,65997
kitchen,31785
kitchen,31773
kitchen,31774
large,32203
large,32214
large,32204
large,32205
large,32206
large,32207
large,32209
last year,66012
last year,32293
last year,32282
last year,32283
last year,32284
last year,32285
lemon,32820
lemon,66030
lemon,66031
lemon,66032
lemon,66033
lemon,32812
lemon,32813
lemon,32814
lettuce,66065
lettuce,32972
lettuce,32963
lettuce,32964
lettuce,32965
lettuce,32966
lettuce,32968
marry,66104
marry,34965
marry,34956
marry,34957
marry,34958
marry,34959
marry,34961
meeting,35534
meeting,35525
meeting,35526
meeting,35527
meeting,35528
meeting,35530
minute,66128
minute,36249
minute,36251
minute,66127
minute,36242
minute,36243
minute,36244
minute,36245
minute,36248
mirror,36266
mirror,66129
mirror,36269
mirror,36260
mirror,36261
mirror,36262
mirror,36263
mirror,36264
miss,66131
miss,36337
miss,36342
miss,36343
miss,36335
miss,36350
miss,36351
miss,36336
monkey,66140
monkey,36687
monkey,36678
monkey,36679
monkey,36680
monkey,36681
monkey,36683
morning,36866
morning,36857
morning,36858
morning,36859
morning,36860
morning,36863
motorcycle,37001
motorcycle,36992
motorcycle,36993
motorcycle,36994
motorcycle,36995
motorcycle,36996
motorcycle,36998
necklace,37851
necklace,37852
necklace,37853
necklace,37854
necklace,37855
necklace,66162
necklace,37859
necklace,37864
necklace,37850
never,38092
never,66166
never,38084
never,38085
never,38086
never,38087
never,38089
newspaper,38186
newspaper,38178
newspaper,38179
newspaper,38181
night,38345
night,38336
night,38337
night,38338
night,38341
onion,39853
onion,39854
onion,39857
onion,39847
onion,39848
onion,39849
onion,39850
onion,39851
people,69426
people,41931
people,41922
people,41923
people,41924
people,41927
pepper,41942
pepper,41943
pepper,41945
pepper,41938
pepper,41939
pepper,41940
pepper,41941
phone,42423
phone,42434
phone,42424
phone,42425
phone,42428
picture,42660
picture,42651
picture,42652
picture,42653
picture,42654
picture,42656
plus,66303
plus,43339
plus,43349
plus,43340
plus,43341
plus,43342
plus,43345
point,66304
point,43461
point,43462
point,43444
point,43445
point,43446
point,43447
point,43443
point,43452
poor,43689
poor,43679
poor,43680
poor,43681
poor,43682
poor,43684
possible,43834
possible,43835
possible,43836
possible,66316
possible,43839
possible,43829
possible,43830
possible,43833
quiet,45762
quiet,66365
quiet,45757
quiet,45767
quiet,45758
quiet,45759
quiet,45760
rain,46001
rain,66369
rain,45993
rain,45994
rain,45995
rain,45996
rain,45998
ready,46305
ready,46288
ready,46289
ready,46291
ready,46292
ready,46293
ready,46296
ready,66374
ready,46299
ready,46300
research,47496
research,66393
research,47490
research,47501
research,47492
research,47493
research,47494
scared,49483
scared,66432
scared,49477
scared,49487
scared,49478
scared,49479
scared,49480
scared,49482
science,49640
science,49631
science,49632
science,49633
science,49634
science,49635
science,49637
score,49693
score,49694
score,49695
score,49697
score,49699
score,49700
score,66434
score,49691
score,49702
score,49706
score,49692
sentence,50414
sentence,50415
sentence,50420
sentence,50408
sentence,50409
sentence,50410
sentence,50411
shape,69465
shape,50845
shape,50835
shape,50836
shape,50837
shape,50838
shape,50841
sit,51916
sit,51927
sit,51917
sit,51918
sit,51919
sit,51921
slow,52515
slow,66508
slow,52506
slow,52507
slow,52508
slow,52509
slow,52510
slow,52512
snake,52720
snake,66515
snake,52711
snake,52712
snake,52713
snake,52714
snake,52716
soap,52926
soap,66522
soap,52917
soap,52918
soap,52919
soap,52920
soap,52921
soda,69482
soda,53024
soda,53025
soda,53026
soda,53028
soda,53030
speech,53700
speech,53701
speech,53696
speech,53706
speech,53707
speech,53709
speech,53710
speech,53697
speech,53698
speech,53699
star,54444
star,54437
star,54447
star,54438
star,54439
star,54440
star,54443
stink,54828
stink,66557
stink,66558
stink,54820
stink,54821
stink,54822
stink,54823
stink,54825
struggle,66573
struggle,55308
struggle,55299
struggle,55300
struggle,55301
struggle,55302
struggle,55304
stubborn,55321
stubborn,66574
stubborn,55313
stubborn,55314
stubborn,55315
stubborn,55316
stubborn,55318
sunset,66581
sunset,55854
sunset,55864
sunset,55855
sunset,55856
sunset,55857
sunset,55859
sunset,55860
surgery,56089
surgery,56081
surgery,56082
surgery,56083
surgery,56084
surgery,56085
surgery,56086
there,57832
there,57825
there,57826
there,57827
there,57828
there,57829
tiger,69510
tiger,58452
tiger,66643
tiger,58444
tiger,58445
tiger,58446
tiger,58447
tiger,58448
tiger,58450
toast,66652
toast,58654
toast,58655
toast,58657
toast,58658
toast,58649
toast,58661
toast,58651
toast,58652
toast,58653
toilet,58742
toilet,58732
toilet,58733
toilet,58734
toilet,58736
tomorrow,66655
tomorrow,58814
tomorrow,58805
tomorrow,58806
tomorrow,58807
tomorrow,58808
tomorrow,58810
town,59155
town,66661
town,59146
town,59147
town,59148
town,59149
town,59150
town,59151
town,59153
transfer,59373
transfer,66667
transfer,59378
transfer,59367
transfer,59368
transfer,59369
transfer,59370
transfer,59371
tree,59555
tree,66673
tree,59546
tree,59547
tree,59548
tree,59551
truck,66677
truck,66678
truck,59764
truck,59774
truck,59765
truck,59768
uncle,60465
uncle,60457
uncle,60458
uncle,60459
uncle,60460
uncle,60462
vacation,61150
vacation,66715
vacation,61142
vacation,61143
vacation,61144
vacation,61146
weather,62642
weather,62643
weather,62645
weather,62646
weather,62650
weather,62638
weather,62639
weather,62641
weekend,62738
weekend,66761
weekend,66760
weekend,62730
weekend,62731
weekend,62732
weekend,62733
weekend,62734
weekend,62736
accept,65007
accept,00593
accept,00592
accept,00597
accept,00594
accept,00599
accept,00600
accept,00603
adult,01214
adult,65024
adult,01206
adult,01217
adult,01207
adult,01208
adult,01209
after,65030
after,01418
after,01428
after,01419
after,01420
after,01421
after,01422
ago,01557
ago,01558
ago,01560
ago,01561
ago,01564
ago,01552
ago,01553
ago,01554
ago,01556
allow,02052
allow,65052
allow,65053
allow,65054
allow,02045
allow,02046
allow,02048
allow,02049
america,02356
america,65064
america,02349
america,02350
america,02351
america,02353
angel,02548
angel,65071
angel,02540
angel,02541
angel,02542
angel,02544
angel,02545
answer,02718
answer,65076
answer,02710
answer,02711
answer,02712
answer,02713
answer,02715
any,69212
any,65079
any,02826
any,02828
any,02833
area,65091
area,03240
area,03234
area,03246
area,03235
area,03237
area,03238
art,03486
art,65097
art,03478
art,03479
art,03480
art,03481
art,03484
asl,03634
asl,03635
asl,03638
asl,03642
aunt,04176
aunt,65110
aunt,04168
aunt,04169
aunt,04170
aunt,04171
aunt,04173
awful,65118
awful,04424
awful,04434
awful,04425
awful,04426
awful,04427
awful,04429
awful,04430
awkward,04446
awkward,04437
awkward,04438
awkward,04439
awkward,04440
awkward,04441
awkward,04443
bacon,04687
bacon,65124
bacon,04679
bacon,04680
bacon,04681
bacon,04682
bacon,04684
bark,65139
bark,05113
bark,05114
bark,05118
bark,05107
bark,05108
bark,05109
bark,05110
bedroom,65164
bedroom,05661
bedroom,05652
bedroom,05653
bedroom,05654
bedroom,05656
beer,05712
beer,65166
beer,05705
beer,05715
beer,05706
beer,05707
beer,05708
beer,05709
belt,05931
belt,65173
belt,05923
belt,05924
belt,05925
belt,05926
belt,05928
big,69231
big,06199
big,06200
big,65182
big,65183
big,06192
big,06202
big,06193
big,06194
bitter,06435
bitter,06436
bitter,06428
bitter,06439
bitter,06429
bitter,06430
bitter,06431
bitter,06432
both,69242
both,65233
both,07271
both,07272
both,07274
both,07277
cake,69256
cake,08621
cake,65285
cake,65286
cake,08612
cake,08613
cake,08614
cake,08618
california,08676
california,08677
california,65289
california,08680
california,08670
california,08671
california,08672
california,08673
california,08674
canada,08849
canada,65295
canada,08841
canada,08842
canada,08843
canada,08844
canada,08846
carrot,69259
carrot,65308
carrot,09311
carrot,09305
carrot,09306
carrot,09307
carrot,09308
carrot,09309
carrot,09310
cause,09580
cause,65319
cause,09572
cause,09573
cause,09574
cause,09576
challenge,09900
challenge,65329
challenge,09892
challenge,09893
challenge,09894
challenge,09896
cheap,65340
cheap,10144
cheap,10135
cheap,10136
cheap,10137
cheap,10138
cheap,10141
chocolate,10587
chocolate,65354
chocolate,10579
chocolate,10580
chocolate,10581
chocolate,10583
clean,11042
clean,65365
clean,11034
clean,11035
clean,11036
clean,11037
clean,11040
cloud,11364
cloud,11365
cloud,11357
cloud,11358
cloud,11359
cloud,11360
cloud,11361
cloud,11362
compare,12122
compare,65386
compare,12113
compare,12114
compare,12115
compare,12116
compare,12118
complex,12231
complex,65388
complex,65389
complex,12223
complex,12225
complex,12226
complex,12228
contact,12879
contact,12871
contact,12872
contact,12873
contact,12874
contact,12876
contact,12877
continue,12977
continue,12968
continue,12969
continue,12970
continue,12971
continue,12973
corner,13320
corner,65407
corner,13312
corner,13313
corner,13316
correct,13358
correct,65410
correct,13359
correct,13350
correct,13351
correct,13352
correct,13354
correct,13355
correct,13356
curse,14385
curse,14375
curse,14376
curse,14378
curse,14379
curse,14380
dead,14835
dead,14845
dead,14836
dead,14837
dead,14839
demand,15430
demand,65458
demand,15422
demand,15423
demand,15424
demand,15425
demand,15426
demand,15428
depend,15610
depend,65465
depend,15601
depend,15602
depend,15603
depend,15606
depend,15607
desert,65467
desert,15728
desert,15721
desert,15732
desert,15723
desert,15724
desert,15725
desk,15781
desk,15772
desk,15773
desk,15774
desk,15775
desk,15776
develop,15941
develop,65472
develop,65473
develop,15933
develop,15934
develop,15935
develop,15936
develop,15938
dictionary,16131
dictionary,16134
dictionary,16124
dictionary,16125
dictionary,16126
dictionary,16127
doll,69299
doll,17153
doll,65510
doll,17144
doll,17145
doll,17146
doll,17149
duty,65554
duty,18058
duty,18068
duty,18059
duty,18061
easter,18275
easter,18276
easter,18279
easter,18280
easter,65599
easter,18272
easter,18273
egypt,18528
egypt,65609
egypt,18532
egypt,18522
egypt,18523
egypt,18524
egypt,18526
elevator,18796
elevator,65621
elevator,18788
elevator,18801
elevator,18790
elevator,18791
email,18873
email,18875
email,65625
email,18871
email,18879
email,18880
end,19109
end,19119
end,19110
end,19111
end,19114
end,19115
enter,19335
enter,19326
enter,19327
enter,19328
enter,19330
europe,19692
europe,19685
europe,19695
europe,19686
europe,19687
europe,19688
europe,19689
event,65647
event,19760
event,19770
event,19761
event,19762
event,19765
event,19766
exchange,20145
exchange,20146
exchange,20147
exchange,20149
exchange,20139
exchange,20141
exchange,20142
exchange,20143
experience,20386
experience,65659
experience,20378
experience,20379
experience,20380
experience,20381
experience,20383
face,20706
face,65668
face,65669
face,20699
face,20711
face,20700
face,20701
face,20702
fail,20801
fail,65672
fail,20793
fail,20794
fail,20795
fail,20797
feed,21417
feed,21408
feed,21409
feed,21411
feed,21412
feed,21413
few,21557
few,21551
few,21563
few,21552
few,21554
flag,22280
flag,65739
flag,22272
flag,22273
flag,22274
flag,22276
food,69330
food,22743
food,22744
food,22745
food,22746
food,22748
food,22750
for,23000
for,65756
for,22993
for,22994
for,22996
form,23042
form,23049
form,23050
form,23051
form,23055
form,23056
form,23043
form,23045
form,23046
freeze,23451
freeze,65779
freeze,23442
freeze,23443
freeze,23444
freeze,23445
freeze,23448
friday,23548
friday,65781
friday,23542
friday,23543
friday,23544
friday,23545
front,23673
front,65786
front,23664
front,23665
front,23666
front,23667
front,23668
front,23670
giraffe,24589
giraffe,65816
giraffe,24581
giraffe,24582
giraffe,24583
giraffe,24584
giraffe,24586
god,24922
god,65832
god,24914
god,24915
god,24916
god,24917
god,24919
grammar,25378
grammar,65845
grammar,25380
grammar,25371
grammar,25372
grammar,25373
grammar,25374
grammar,25375
grammar,25377
grandfather,25413
grandfather,65846
grandfather,25406
grandfather,25407
grandfather,25408
grandfather,25409
grandfather,25411
great,69352
great,25621
great,25624
great,25625
great,25627
great,25631
great,25637
great,25622
great,25623
greece,25651
greece,65853
greece,25642
greece,25644
greece,25645
greece,25647
greece,25648
guess,65864
guess,25920
guess,25917
guess,25918
guess,25922
guess,25926
guitar,25984
guitar,65867
guitar,25976
guitar,25977
guitar,25978
guitar,25979
guitar,25982
hammer,26315
hammer,26317
hammer,65875
hammer,26326
hammer,26313
hammer,26314
helicopter,27159
helicopter,65888
helicopter,27151
helicopter,27152
helicopter,27153
helicopter,27154
helicopter,27155
helicopter,27157
high,27417
high,65893
high,27407
high,27406
high,27408
high,27412
history,27575
history,65894
history,27579
history,27569
history,27570
history,27571
history,27572
history,27573
hungry,28385
hungry,28376
hungry,28377
hungry,28378
hungry,28379
hungry,28381
hurt,28441
hurt,28445
hurt,28446
hurt,28454
hurt,28440
introduce,30392
introduce,65958
introduce,30384
introduce,30385
introduce,30386
introduce,30388
invest,30453
invest,30454
invest,30455
invest,30460
invest,65959
invest,30451
invest,30452
lazy,32518
lazy,66019
lazy,32510
lazy,32511
lazy,32512
lazy,32514
library,33051
library,33052
library,33053
library,33055
library,33058
lie,66067
lie,33114
lie,33115
lie,33116
lie,33120
lie,33121
lie,33128
lobster,33646
lobster,33648
lobster,33639
lobster,33640
lobster,33641
lobster,33642
lobster,33643
love,34123
love,34124
love,34127
love,34128
love,34129
love,34121
love,34137
lucky,66090
lucky,34211
lucky,34204
lucky,34205
lucky,34206
lucky,34207
lucky,34208
magazine,34395
magazine,34386
magazine,34387
magazine,34388
magazine,34390
measure,66108
measure,35346
measure,35338
measure,35339
measure,35340
measure,35341
measure,35344
microwave,35950
microwave,66121
microwave,35956
microwave,35945
microwave,35946
microwave,35947
microwave,35948
my,69404
my,37477
my,37469
my,37470
my,37471
my,37473
neighbor,37956
neighbor,37967
neighbor,37957
neighbor,37958
neighbor,37959
neighbor,37961
neighbor,37962
number,39032
number,39033
number,39034
number,39036
number,39040
one,69421
one,66228
one,39742
one,39743
one,39744
one,39747
one,39748
one,39750
outside,40468
outside,40469
outside,40470
outside,40474
outside,40476
outside,40477
outside,40464
outside,40465
outside,40467
peach,41670
peach,41662
peach,41663
peach,41664
peach,41666
peach,41669
pig,69429
pig,42709
pig,42701
pig,42702
pig,42703
pig,42704
pig,42706
polite,66308
polite,43580
polite,43571
polite,43572
polite,43573
polite,43575
postpone,43908
postpone,43909
postpone,43910
postpone,43901
postpone,43902
postpone,43903
postpone,43904
postpone,43907
power,44046
power,44047
power,44050
power,44051
power,66319
power,44058
power,44045
present,44351
present,44334
present,44335
present,44333
present,44344
present,44347
present,44349
present,44350
price,44478
price,66330
price,44470
price,44471
price,44473
price,44474
prison,44611
prison,66334
prison,44602
prison,44604
prison,44606
prison,44607
push,45487
push,66356
push,45479
push,45480
push,45481
push,45483
raccoon,45861
raccoon,66367
raccoon,66368
raccoon,45853
raccoon,45854
raccoon,45855
raccoon,45857
really,69445
really,46368
really,46369
really,46372
really,46373
really,46374
really,46375
reason,46436
reason,66375
reason,46428
reason,46429
reason,46430
reason,46431
reason,46433
religion,47112
religion,66386
religion,47104
religion,47105
religion,47106
religion,47107
religion,47109
respect,47611
respect,47612
respect,66396
respect,47604
respect,47615
respect,47605
respect,47606
rule,48743
rule,48747
rule,66419
rule,48752
rule,48740
rule,48741
salad,49084
salad,66421
salad,49077
salad,49078
salad,49079
